date,DayVolatility_30,DayVolatility_180,ActiveAddrCnt,MinerRevenue_USD,MeanTxFee_USD,Standardized_AllVolume,NumberOfTransaction,price_duration
2017-01-01,0.019707847993486,0.0207364026564915,0.0,,0.3804398590086433,2.9469397663729824,-2.074707797277039,0.29907875166704
2017-01-02,0.019553531329584,0.0207584262686291,0.39782893657044127,0.059646913740152074,0.3830837638651577,3.6969978333418223,0.11056889816137629,0.2619884023122784
2017-01-03,0.0195028558283919,0.0202980258284608,-0.04406126011895317,0.05198546666890991,0.4083526253941392,3.7210500460971265,0.3225297962974549,0.4565503523529829
2017-01-04,0.0241482179293363,0.0212491125543581,0.044134638088186406,0.0634510438725604,0.6614232994555046,6.3143164039859405,0.8864134513780336,0.19929873328325912
2017-01-05,0.0350897465667199,0.0232535597804343,-0.06252086749888974,-0.21699779454789858,0.4025348827641823,9.206254811216915,0.06209468921585286,0.16699943852606872
2017-01-06,0.0417109151200988,0.0248232400668723,0.09600999385605746,0.021677290261643556,0.3262677375335648,9.19361538110708,1.2077479932083381,0.12155882397553824
2017-01-07,0.0417295698348916,0.0248353176970223,-0.1143770858906823,-0.13297476939380115,0.3415751874072305,6.2120422466726275,-0.012733661082910262,0.14134723224487458
2017-01-08,0.0417377288860303,0.0247535804821282,-0.07593032528490795,0.2008828371035638,0.3203240707363134,3.8023794283959886,-0.49981042672409226,0.17399091029375816
2017-01-09,0.0418331149994537,0.0247266132229182,0.03601781889808642,-0.17943182375936872,0.344368394559263,3.1161290656481557,-0.30500346293730707,0.17033506404617418
2017-01-10,0.0417782632007172,0.0247263649726002,0.12596509881075768,0.17785415956111494,0.3340228716811605,2.4881117282414227,0.7622403349118683,0.2992521147237981
2017-01-11,0.0494451598945087,0.0268738532380351,-0.0884640498840863,-0.16879552638822504,0.2907370319619841,4.61829561917645,0.35011063191788744,0.1447981224028864
2017-01-12,0.0496254629399701,0.0269256229271212,-0.05107892457329122,0.13894300947526084,0.2886662501811857,2.879335073076752,0.24520848668149342,0.16906946396840908
2017-01-13,0.0497936840040645,0.0269281953189287,-0.010212255024935502,-0.10232488186287125,0.2934651659753245,1.5699005980889171,-0.2020798568415467,0.17751838586861732
2017-01-14,0.0498258855099175,0.0269268750479752,-0.009551930460030889,0.1243847626321466,0.294870282385565,0.9603956039423172,-0.8526235262818775,0.23000353376223895
2017-01-15,0.0498182210597391,0.0269285353220667,-0.09793225121575411,-0.026318578782457913,0.2869732747228529,0.6052622234911309,-0.9766779303996049,0.2511500933447719
2017-01-16,0.0498098840357164,0.0269175708882736,0.17391144414822968,0.031724374356329355,0.3227559853148285,0.5117564796653129,-0.35064836091172447,0.3046831553414838
2017-01-17,0.0521672310458906,0.0276596889051042,0.01491777950275086,0.023529906938768663,0.338500007680809,0.9064509946105196,0.1451141915568391,0.1365845139758727
2017-01-18,0.0524936964405569,0.0276765247620956,-0.0007298140064904146,-0.07351928151135778,0.3186173633980361,0.8153525578772446,0.26489495113079786,0.19392835560160018
2017-01-19,0.0525997641523854,0.0277169634370846,0.05297643024420573,0.18126352498226628,0.3406228132133759,0.5115405129199844,0.30157706679814494,0.18442847730578285
2017-01-20,0.0523050810256269,0.0277243422169636,-0.04176013353931829,0.06911213510272951,0.3119204472632738,0.2893175975805429,0.25749521474482817,0.20923751312623015
2017-01-21,0.052234897485819,0.0278044220067107,-0.045599095809407686,-0.013516360909697656,0.3328618931675162,0.3497855648866038,-0.43133318706676305,0.22524082053771685
2017-01-22,0.0509125683032172,0.0278053791925254,-0.0955688064285436,-0.04132400605584785,0.3423723679753399,0.49900397666078355,-0.9591282882221848,0.2475780256420069
2017-01-23,0.0506590495357866,0.0278084094296651,0.07890877064880009,-0.19182501448378309,0.4391960260695726,0.17045316890177337,-0.9859572789691765,0.2735404229476226
2017-01-24,0.0510677376215769,0.0279415860082485,0.15679178215506262,0.055521161774622296,0.4535267920250281,-0.09123176658038126,-0.142169691663161,0.23780549490116112
2017-01-25,0.0510731174412172,0.0279467739526228,-0.023974683564846444,0.0042238119882918035,0.3911679483801329,-0.23763535909456004,0.4075476231704811,0.2362535133011404
2017-01-26,0.0510447791186332,0.027989706238898,0.017400125302261316,0.055472219464107964,0.3585985048040865,-0.24433569819778098,0.5617549637914646,0.23810339664997962
2017-01-27,0.0499092765314958,0.0277419836275684,-0.08615638966958628,0.09249744705224061,0.4074674895142109,-0.25481838918011585,-0.43588382709022033,0.3167663660723652
2017-01-28,0.0499084372717426,0.027638947914353,0.013325880906466026,-0.09547573890204208,0.4543927278458234,-0.28200570083522924,-0.7709890013393348,0.5254907964621287
2017-01-29,0.0498794000964328,0.025492648602069,-0.050888685488175156,0.0829464168395384,0.4521350102487572,-0.2844227855051835,-0.8653257475647453,0.3764565345644716
